x y
94.48893252239834 400.2658626682189
497.42261571259445 508.10372123638973
1380.5769145482498 988.2497364225952
1500.886454396765 1216.1357695577353
792.7270595927182 1103.8829598573946
1505.320412752145 1193.6153560031835
913.0498598176835 1284.9159001355504
1397.9369834667111 997.4795880860388
998.0213546606591 206.88512688886289
991.8255662023888 205.21297269651245
510.8670030844451 496.3554350170183
789.1536365988386 1091.3714928883
1495.798332818583 1199.8227112220627
1410.2971619047116 1008.9710264463939
696.9826420603987 1387.0222881966
99.7404728333204 405.7817966102944
1012.2960105448805 199.63199120109886
490.6063050563335 514.3274317310093
1500.2210439297105 1192.2661139229024
92.09950450658508 411.6449362197727
811.9945234768959 1106.5416872539026
807.9006154029777 1108.1306440815952
798.3488621963293 1092.5232483527457
110.5171162547065 405.2160494698559
885.2442885143462 1304.3658406860025
499.57496488898965 499.0191585596962
1008.842637101442 206.9877599700763
902.4877905716561 1294.643279724035
1391.9306477641169 1011.3963046410191
690.3713154269691 1394.8685445484612
1489.5000221037783 1211.2495357151938
808.847438206552 1100.1763454390543
812.7287764301402 1107.10321902336
1004.9311282088343 207.5102013288548
1491.6725944227212 1198.9398831811716
1402.963413961256 986.5836749234976
891.3223722392609 1313.772394399073
90.07231336657786 406.16897952858693
707.3426524345409 1396.6362921511209
505.4524521404178 507.9824528943434
810.0787374390436 1087.8171237260128
97.70816793281007 414.5136727698126
900.7243256288193 1293.9101527382427
892.3338198245108 1292.6313692039516
1398.2176894391885 997.6061012132496
910.5020633777502 1294.967453162127
992.4092090315422 201.14676002034284
104.21932708875343 391.0240060135917
1388.1183996417913 981.4519446961342
502.94620387575253 502.2250519291007
691.479306214751 1386.0611911548824
915.4926913993254 1303.7381661413108
1392.5833052372943 989.1832616240646
693.4911543423997 1389.8769982307101
514.702163332671 507.6899236306793
95.46770869890037 387.82989503192346
91.55651706264179 416.5097475672898
692.3825138144025 1398.623379451104
993.687690123277 190.00881066864358
485.79724871819434 499.25960525911825
1394.2870105446852 983.8196277504989
699.9879533230671 1395.476744447391
807.5462787626379 1103.536446917973
1404.1699218250762 999.8778587414912
1497.0526110142252 1206.3973009904428
508.8471924252511 501.51996347771893
97.43357828737311 391.57179675286113
708.7064192091873 1398.1730256752185
999.425570101821 206.72112088830772
698.650519883629 1406.8909754114147
894.3319979315739 1309.4579641582768
1494.2779142677543 1204.2268288970572
907.2192594166136 1297.415400448705
799.5799041758133 1098.6756354154004
994.259947364901 189.94567708621472
995.9083992152777 207.24546621092404
1496.3459808702064 1212.8875327586043
498.22823610839 495.10651304993706
711.3650890792514 1372.0091388483886
1500.8403408648248 1199.9832397927066
